Name,Difficulty_x,Edge_Count,CNN_Score,Time_Minutes,Image_File,Creator,Image,Description,Difficulty_y,Time,Paper Shape,Sheets,Image_GitHub,time_minutes,Difficulty_Numeric,Predicted_Complexity,PCA1,PCA2,Keyword_Score
Heart,2,1132,0.0198189769071691,10,DSC01757-export.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01757-export.jpg,The hearts playing card suit.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01757-export.jpg,10,2,1.917518,0.39716068,0.08679401,0.30017847
Spade,2,1323,0.0208622292911305,8,DSC01755-export-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01755-export-scaled.jpg,The spades playing card suit.,moderate,8 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01755-export-scaled.jpg,8,2,2.1588428,0.37846476,0.12614138,0.29450414
Deep Sea Angler Fish,4,3723,0.0661083625344669,58,DSC01748-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01748-export-900x900.jpg,"Anglerfish model with reverse-colored eyes, teeth, esca, and beard.",hard,58 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01748-export-900x900.jpg,58,4,3.8854456,-0.096786365,-0.017857485,0.40677908
Chameleon,2,2320,0.0337743602079503,26,DSC01734-export.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC01734-export.jpg,Chameleon with open mouth and reverse-colored eyes.,moderate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01734-export.jpg,26,2,2.2619681,-0.12575522,-0.16935724,0.46783373
Eastern Dragon,3,2246,0.0261788760914522,37,DSC01729-export.jpg,Yellow Paper Origami,https://origami-database.com/wp-content/uploads/DSC01729-export.jpg,Long standing quadruped dragon with no wings.,intermediate,37 minutes,1:2 rectangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01729-export.jpg,37,3,2.5658422,-0.081235364,-0.05181001,1.0131485
Senbazuru (square),3,4575,0.0618245382869944,96,DSC01753-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01753-export-900x900.jpg,"A pattern of crane models, joined together by head, tail and wings.",intermediate,1 hour 36 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01753-export-900x900.jpg,96,3,2.9971714,0.11228913,-0.038716223,0.352615
Lop-eared rabbit,2,2286,0.0436930936925551,9,DSC01740-export.jpg,Chris Alexander,https://origami-database.com/wp-content/uploads/DSC01740-export.jpg,Abstract sitting rabbit with pronounced ears and tail.,moderate,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01740-export.jpg,9,2,1.629853,0.003300766,-0.21080346,0.6769754
Lily,2,2962,0.0486804378733915,10,DSC01737-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01737-export-900x900.jpg,Traditional origami lily with four petals and stamen.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01737-export-900x900.jpg,10,2,2.1585865,0.39002657,0.20646907,0.25827214
Crested bird,2,1594,0.0436295991785386,14,DSC01747-export-scaled.jpg,Chris Alexander,https://origami-database.com/wp-content/uploads/DSC01747-export-scaled.jpg,Abstract bird model with crested head.,moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01747-export-scaled.jpg,14,2,2.03003,0.006594323,-0.25380296,0.7922487
Frame,2,2768,0.0541739250631893,18,DSC01745-export-900x900.jpg,Chris Alexander,https://origami-database.com/wp-content/uploads/DSC01745-export-900x900.jpg,A picture frame to put a photo in.,moderate,18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01745-export-900x900.jpg,18,2,1.9349091,0.3397018,0.16098745,0.25436163
Girl Figure,3,2255,0.0363429350011489,42,DSC01702-export-900x900.jpg,Weesel,https://origami-database.com/wp-content/uploads/DSC01702-export-900x900.jpg,Standing female figure with hood and long skirt.,intermediate,42 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01702-export-900x900.jpg,42,3,3.0424838,0.12243907,-0.15791123,0.67280453
Senbazuru (line),3,2166,0.0238534366383272,25,DSC01735-export-3000x3000.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01735-export-3000x3000.jpg,Renzuru model of a line of cranes joined tail to wing and wing to head.,intermediate,25 minutes,1:3 rectangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01735-export-3000x3000.jpg,25,3,2.8929443,0.074309595,-0.07158006,0.46802592
Hokkido Squirrel,3,2539,0.0386848898494944,28,DSC01724-export-900x900.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC01724-export-900x900.jpg,Sitting squirrel model with reverse-colored belly.,intermediate,28 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01724-export-900x900.jpg,28,3,2.457695,0.03394764,-0.20715207,0.6669099
Speedboat,3,1870,0.0235130399816176,10,DSC01619-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01619-export-900x900.jpg,Boat model with windshield and two rear fins.,intermediate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01619-export-900x900.jpg,10,3,2.7253659,0.18528622,0.22550514,0.563861
Dratini,3,2932,0.0449312277401194,31,DSC01635-export-900x900.jpg,Adilio Toledo,https://origami-database.com/wp-content/uploads/DSC01635-export-900x900.jpg,Model of the serpentine Pokémon Dratini with fins on the side of its head.,intermediate,31 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01635-export-900x900.jpg,31,3,2.6985526,-0.105443366,0.067217775,0.5673932
Little toad,2,2562,0.0361779964671415,19,DSC01637-export-900x900.jpg,Román Díaz,https://origami-database.com/wp-content/uploads/DSC01637-export-900x900.jpg,Toad model with reverse-colored eyes and underside.,moderate,19 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01637-export-900x900.jpg,19,2,2.2273164,-0.20109847,-0.12580875,0.5579819
Fox mask,2,3526,0.044438279095818,4,DSC01618-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01618-export.jpg,Fox hand puppet head that can be animated.,moderate,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01618-export.jpg,4,2,1.7613873,0.05389312,-0.16987795,0.61663306
Nargacuga,3,2981,0.0529590023265165,70,DSC01614-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC01614-export-900x900.jpg,Wyvern model from the Monster Hunter series.,intermediate,1 hour 10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01614-export-900x900.jpg,70,3,2.8040032,-0.07878557,0.02019302,0.5947473
Allosaurus,2,1177,0.0226687263039981,21,DSC01588-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01588-export-3000x3000.jpg,Bipedal dinosaur model with open mouth.,moderate,21 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01588-export-3000x3000.jpg,21,2,2.2098718,-0.4476996,0.29696724,0.6190244
Senbazuru (kissing cranes),2,3690,0.0495853379193474,16,DSC01597-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01597-export-900x900.jpg,Renzuru model of four cranes joined by head.,moderate,16 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01597-export-900x900.jpg,16,2,1.9955146,0.023969196,0.023332264,0.45809922
Senbazuru (conjoined),2,1795,0.0195631857479319,9,DSC01590-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01590-export-900x900.jpg,Renzuru model of two cranes joined by wing.,moderate,9 minutes,1:2 rectangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01590-export-900x900.jpg,9,2,2.0917058,0.11571869,-0.0043626186,0.42280358
Puppet,1,1267,0.0296744851505055,3,DSC01593-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01593-export-900x900.jpg,Finger puppet of a cat or a pig.,easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01593-export-900x900.jpg,3,1,1.1847315,0.0011549175,-0.00031483205,0.6281038
Tyrannosaurus,2,1680,0.0535686896829044,23,DSC01586-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01586-export-3000x3000.jpg,Bipedal standing dinosaur model with characteristic short arms and open mouth.,moderate,23 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01586-export-3000x3000.jpg,23,2,2.0661683,-0.48666832,0.26234135,0.6015023
Flapping bird,2,1688,0.0359338199391084,4,DSC01595-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01595-export-900x900.jpg,The flapping variant of the traditional origami crane.,moderate,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01595-export-900x900.jpg,4,2,1.7650516,0.22954325,-0.04315211,0.79551727
Little frog,2,3046,0.0373228903377757,14,DSC01603-export-900x900.jpg,Román Díaz,https://origami-database.com/wp-content/uploads/DSC01603-export-900x900.jpg,Round frog model with reverse-colored eyes and underside.,moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01603-export-900x900.jpg,14,2,2.293356,-0.20486405,-0.1837971,0.59156144
Darkness Dragon 2.0,4,3097,0.062618210736443,160,DSC01582-export-900x900.jpg,Tadashi Mori,https://origami-database.com/wp-content/uploads/DSC01582-export-900x900.jpg,"Quadruped dragon model with segmented tail, talons with three digits and large horns on its head.",hard,2 hours 40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01582-export-900x900.jpg,160,4,4.1726866,-0.15697484,-0.102853,1.0360847
Knight on horseback,3,2938,0.0441607127470128,25,DSC01569-export-900x900.jpg,Park Jun-Sik,https://origami-database.com/wp-content/uploads/DSC01569-export-900x900.jpg,Humanoid figure with lance and shield on top of a horse.,intermediate,25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01569-export-900x900.jpg,25,3,2.987991,0.028608471,-0.15252502,0.68272763
Treehopper,3,1946,0.0289956306008731,53,DSC01543-export-900x900.jpg,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC01543-export-900x900.jpg,Standing bug model with detailed legs and large pronotum.,intermediate,53 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01543-export-900x900.jpg,53,3,3.1231916,-0.07742607,-0.064592786,0.72241336
Crane,4,2737,0.0549158253389246,85,DSC01546-export-3000x3000.jpg,Román Díaz,https://origami-database.com/wp-content/uploads/DSC01546-export-3000x3000.jpg,Detailed crane model with talons featuring four digits.,hard,1 hour 25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01546-export-3000x3000.jpg,85,4,3.6575196,0.1421389,0.05393292,0.45446655
Barracuda,3,1755,0.0196654016831341,58,DSC01532-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01532-export-900x900.jpg,Long fish model with distinctive head and fins.,intermediate,58 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01532-export-900x900.jpg,58,3,2.6745057,-0.13404526,0.009053016,0.51986724
Spotted Ladybug,4,4724,0.0566104125976562,80,DSC01542-export-900x900.jpg,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC01542-export-900x900.jpg,A pretty beetle model with reverse-colored head and spots.,hard,1 hour 20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01542-export-900x900.jpg,80,4,3.8109887,-0.06640616,-0.14879106,0.48458746
Froglet,3,2235,0.0312024823357077,26,DSC01527-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01527-export-3000x3000.jpg,"Froglet with arms, feet and tail.",intermediate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01527-export-3000x3000.jpg,26,3,2.6185215,-0.092476994,-0.12220676,0.6612817
Perch,3,1419,0.0388644409179687,23,DSC01535-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01535-export-900x900.jpg,Fish model with characteristic fins.,intermediate,23 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01535-export-900x900.jpg,23,3,2.4906754,-0.082350895,-0.04761585,0.8343758
Tadpole with Hind Legs,1,1565,0.0252930944106158,5,DSC01525-export-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01525-export-scaled.jpg,Stylized tadpole model with legs.,easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01525-export-scaled.jpg,5,1,1.2878011,-0.24884424,-0.057197366,0.4893668
Tadpole,1,1754,0.0252004107306985,4,DSC01523-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01523-export-3000x3000.jpg,"Simple, stylized tadpole without legs.",easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01523-export-3000x3000.jpg,4,1,1.1612594,-0.16441944,-0.023134144,0.5209395
Sea crab,2,3204,0.0406978113511029,30,DSC01378-export-900x900.jpg,Jun Maekawa,https://origami-database.com/wp-content/uploads/DSC01378-export-900x900.jpg,Standing crab model with eight legs and two pincers.,moderate,30 minutes,A4,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01378-export-900x900.jpg,30,2,2.1686938,-0.027427275,0.029357428,0.56548387
Beaver,2,2279,0.0500375725241268,14,DSC01384-export-3000x3000.jpg,Madiyar Amerkeshev,https://origami-database.com/wp-content/uploads/DSC01384-export-3000x3000.jpg,Standing beaver model with reverse-colored teeth.,moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01384-export-3000x3000.jpg,14,2,2.071477,-0.11580201,-0.06617736,0.90079176
Drinking bird,2,1749,0.0231841322954963,5,DSC01387-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01387-export-900x900.jpg,Stylized basin of water and bird that takes a sip when animated.,moderate,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01387-export-900x900.jpg,5,2,1.8983088,0.12542246,-0.16942228,0.76285404
Rose of Roses,2,4043,0.0492576688878676,14,DSC01382_export.jpg,Jordi Adell,https://origami-database.com/wp-content/uploads/DSC01382_export.jpg,Rose model with twist-fold base.,moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01382_export.jpg,14,2,1.8513649,0.32265678,0.21717878,0.25363365
Fiery Dragon ver.2,4,3612,0.0504754997702205,115,DSC01394-export-900x900.jpg,Kade Chan,https://origami-database.com/wp-content/uploads/DSC01394-export-900x900.jpg,Dragon model with a tail ending in three points and talons with three digits.,hard,1 hour 55 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01394-export-900x900.jpg,115,4,4.519109,-0.078243785,-0.025628904,0.8634932
Fiery Dragon,4,3133,0.0505824369542738,73,DSC01366-export-900x900.jpg,Kade Chan,https://origami-database.com/wp-content/uploads/DSC01366-export-900x900.jpg,"Long dragon with open mouth, horned head and segmented tail and neck.",hard,1 hour 13 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01366-export-900x900.jpg,73,4,3.1451855,-0.20193255,-0.14537361,1.164202
Nils on Mårten Goose 1,2,1540,0.0272930728687959,7,DSC01377-export-3000x3000.jpg,Torimoto Norio,https://origami-database.com/wp-content/uploads/DSC01377-export-3000x3000.jpg,Stylized model of a person sitting on top of a goose.,moderate,7 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01377-export-3000x3000.jpg,7,2,2.0377686,0.15841913,-0.16360034,0.58582157
Apatosaurus,2,1241,,18,DSC01317-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01317-export-3000x3000.jpg,Dinosaur model with sturdy legs and large body.,moderate,18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01317-export-3000x3000.jpg,18,2,2.005865,-0.45626256,0.35171664,0.64812624
Riojasaurus,2,1775,0.0192117489085478,22,DSC01314-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01314-export-3000x3000.jpg,Herbivorous dinosaur model with heavy body.,moderate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01314-export-3000x3000.jpg,22,2,2.1364412,-0.44179502,0.26324973,0.62464476
Tanystropheus,2,1201,0.0202046293370863,21,DSC01313-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01313-export-3000x3000.jpg,Long-necked prehistoric dinosaur model.,moderate,21 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01313-export-3000x3000.jpg,21,2,2.076708,-0.36277953,0.36626506,0.68418866
Rhamphorynchus,3,1973,0.0417363065831801,27,DSC01304-export-900x900.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01304-export-900x900.jpg,"A model with long, arrow-shaped tail and large beak.",intermediate,27 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01304-export-900x900.jpg,27,3,2.9133182,-0.16859953,-0.17391762,0.5633414
Pterodactyl,3,1827,0.0381439029469209,19,DSC01307-export-3000x3000.jpg,Tadashi Mori,https://origami-database.com/wp-content/uploads/DSC01307-export-3000x3000.jpg,Flying dinosaur model with pronounced cranial crest and two legs.,intermediate,19 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01307-export-3000x3000.jpg,19,3,2.9730935,-0.42284644,0.30258873,0.6190443
Elasmosaurus,2,1103,0.0315282485064338,15,DSC01302-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01302-export-3000x3000.jpg,Aquatic dinosaur model with long neck.,moderate,15 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01302-export-3000x3000.jpg,15,2,1.5526716,-0.4040943,0.3077196,0.6484221
Tato,2,3301,0.0418854836856617,9,DSC01296-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01296-export-900x900.jpg,A 8-sided coin purse or octagonal envelope.,moderate,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01296-export-900x900.jpg,9,2,1.9810855,0.2677586,0.24458246,0.26558924
Windmill,1,2060,0.0481457878561581,3,DSC01285-export-3000x3000.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01285-export-3000x3000.jpg,Windmill model with alternating sail colors.,easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01285-export-3000x3000.jpg,3,1,0.9995364,0.38392395,0.03006145,0.5461051
Pterodactylus,2,1495,0.0221739825080422,24,DSC01295-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01295-export-3000x3000.jpg,Flying dinosaur model with reverse-colored eyes.,moderate,24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01295-export-3000x3000.jpg,24,2,2.0854993,-0.3623071,0.21567559,0.5712159
Pteranodon,3,1637,0.0283146039177389,25,DSC01287-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01287-export-3000x3000.jpg,Flying dinosaur with a distinctive cranial crest.,intermediate,25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01287-export-3000x3000.jpg,25,3,2.7069068,-0.34659126,0.28067905,0.6452861
Hermit crab,2,3016,0.0374919936236213,19,DSC01269-export.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC01269-export.jpg,"This model has pronounced eyes, four legs and two claws.",moderate,19 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01269-export.jpg,19,2,2.008603,-0.088096395,0.01197699,0.52540535
Water lily,1,2978,0.0484984274471507,5,DSC01279-export-900x798.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01279-export-900x798.jpg,Four-petalled single-colored water lily.,easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01279-export-900x798.jpg,5,1,0.90918267,0.25093016,-0.031328946,0.3466601
Orca (Killer Whale),2,1053,0.0348669613108915,16,DSC01267-export-900x900.jpg,Madiyar Amerkeshev,https://origami-database.com/wp-content/uploads/DSC01267-export-900x900.jpg,One-sided model with reverse colored belly.,moderate,16 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01267-export-900x900.jpg,16,2,1.8914014,-0.058190208,0.02661322,0.49040303
Kissing fish,2,1904,0.0379832727768842,10,DSC01256-export-900x900.jpg,Junior Jacquet,https://origami-database.com/wp-content/uploads/DSC01256-export-900x900.jpg,The lips of this fish move when the model is squeezed.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01256-export-900x900.jpg,10,2,1.9873773,-0.0055696145,0.07351752,0.35700285
Labrador,3,1785,0.0330847886029411,41,DSC01250-export.jpg,Steven Casey,https://origami-database.com/wp-content/uploads/DSC01250-export.jpg,A standing dog model.,intermediate,41 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01250-export.jpg,41,3,2.6866283,0.015997123,-0.2888694,1.0109029
Stand,2,922,0.0187118350758272,15,DSC01244-export-900x900.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC01244-export-900x900.jpg,Origami stand that can be used to display models on.,moderate,15 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01244-export-900x900.jpg,15,2,1.7384341,0.2234767,0.21841682,0.23220968
Wasp,3,3477,0.042741501752068,65,DSC01238-export-900x900.jpg,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC01238-export-900x900.jpg,Standing six-legged 3D model with segmented abdomen.,intermediate,1 hour 5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01238-export-900x900.jpg,65,3,2.8400593,-0.0576399,-0.042140726,0.58494896
Pajarito,2,1371,0.0320930391199448,4,DSC01215-export-scaled.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01215-export-scaled.jpg,The icon of Spanish origami. Pajarito means ‘small bird’ in Spanish.,moderate,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01215-export-scaled.jpg,4,2,2.0620933,0.22519742,0.08203186,0.420875
Walking crab,2,1143,0.0111847821403952,7,DSC01213-export-3000x3000.jpg,Shoko Aoyagi,https://origami-database.com/wp-content/uploads/DSC01213-export-3000x3000.jpg,Stylized crab that wiggles when tapped on a side.,moderate,7 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01213-export-3000x3000.jpg,7,2,1.9585967,-0.017187597,0.035400912,0.57028854
Crown,1,3073,0.0368668500114889,5,DSC01203-export-scaled.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01203-export-scaled.jpg,A crown with 8 points.,easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01203-export-scaled.jpg,5,1,1.2147701,0.29856545,0.14321916,0.21580873
Christmas tree,2,2927,0.0335495713177849,65,DSC01180-export-3000x3000.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC01180-export-3000x3000.jpg,Multi-sheet christmas tree with segmented foliage.,moderate,1 hour 5 minutes,Square,6 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01180-export-3000x3000.jpg,65,2,1.9786665,0.3682405,0.107701555,0.34460223
Kneeling Mary,1,1207,0.0282420438878676,4,DSC01183-export-scaled.jpg,Barbara Furmanowicz,https://origami-database.com/wp-content/uploads/DSC01183-export-scaled.jpg,Kneeling model of the Christian figure.,easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01183-export-scaled.jpg,4,1,1.0134313,0.22457844,0.053346366,0.56808084
Joseph,1,1180,0.0274115528779871,4,DSC01184-export-scaled.jpg,Barbara Furmanowicz,https://origami-database.com/wp-content/uploads/DSC01184-export-scaled.jpg,Standing model of the Christian figure.,easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01184-export-scaled.jpg,4,1,1.0707321,0.13099773,0.0066672093,0.854687
Palm tree 2,2,2957,0.0427481797162224,15,DSC01182-export-scaled.jpg,Barbara Furmanowicz,https://origami-database.com/wp-content/uploads/DSC01182-export-scaled.jpg,An abstract palm tree made from two sheets.,moderate,15 minutes,Square,2 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01182-export-scaled.jpg,15,2,1.6951706,0.39570582,0.23091514,0.27300242
Donkey,3,2110,0.0322607242359834,44,DSC01186-export-3000x3000.jpg,Román Díaz,https://origami-database.com/wp-content/uploads/DSC01186-export-3000x3000.jpg,Standing model with reverse-colored underside and snout.,intermediate,44 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01186-export-3000x3000.jpg,44,3,3.0389504,-0.21280168,-0.25722688,0.84027493
Bullfrog,3,3573,0.0487046724207261,50,DSC01175-export-3000x3000.jpg,Román Díaz,https://origami-database.com/wp-content/uploads/DSC01175-export-3000x3000.jpg,3D frog model with open mouth and reverse-colored underside.,intermediate,50 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01175-export-3000x3000.jpg,50,3,2.787862,-0.24787228,-0.16486613,0.55763334
Grass,2,2226,0.0294843426872702,5,DSC01172-export.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC01172-export.jpg,A patch of grassy leaves.,moderate,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01172-export.jpg,5,2,2.2591758,0.35958686,0.029694604,0.2648645
